,caseorder,customer_id,city,state,county,zip,lat,lng,population,area,timezone,job,children,age,education,employment,income,marital,gender,churn,outage_sec_perweek,email,contacts,yearly_equip_failure,techie,contract,port_modem,tablet,internetservice,phone,multiple,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,paperlessbilling,paymentmethod,tenure,monthlycharge,bandwidth_gb_year,item1,item2,item3,item4,item5,item6,item7,item8,zscoreincome,contract_type_num
6560,6561,M153118,Betsy Layne,KY,Floyd,41605,37.55547,-82.62666,727,Urban,America/New_York,"Engineer, maintenance (IT)",0.0,53.27574750830565,Regular High School Diploma,Full Time,27885.38,Widowed,Male,No,7.110699,13,0,1,No,Two Year,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Mailed Check,52.36353,183.467,5055.08,3,2,4,3,4,3,4,5,-0.4904141818528042,2
6561,6562,Z825338,Vicksburg,MS,Warren,39180,32.23088,-90.85589,32526,Suburban,America/Chicago,Field seismologist,0.0,80.0,"9th Grade to 12th Grade, No Diploma",Full Time,35175.65,Never Married,Male,No,44.21267,6,1,0,No,Two Year,No,No,DSL,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Credit Card (automatic),61.11318,162.6471,5640.593,3,5,2,4,3,4,5,3,-0.19374681786243553,2
6562,6563,I585269,Saint Louis,MO,St. Louis,63135,38.75007,-90.29897,21869,Suburban,America/Chicago,Charity officer,3.0,45.0,"Some College, 1 or More Years, No Degree",Full Time,50766.63,Divorced,Male,Yes,12.75225,15,0,0,Yes,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Electronic Check,66.72045,262.1456,6241.531,3,4,3,3,3,3,2,5,0.44070635583710605,0
6563,6564,B465001,Westhampton Beach,NY,Suffolk,11978,40.82936,-72.64733,3058,Urban,America/New_York,Astronomer,1.0,67.0,Regular High School Diploma,Full Time,18056.75,Married,Female,No,5.488167,17,0,1,Yes,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,No,No,No,Yes,Yes,No,Electronic Check,0.0,209.7667,5521.477,5,4,5,3,4,4,4,3,-0.8903765637312062,0
6564,6565,U234680,Wheeling,IL,Cook,60090,42.1295,-87.92197,38476,Suburban,America/Chicago,Hotel manager,1.0,73.0,Nursery School to 8th Grade,Full Time,64333.09,Widowed,Female,No,6.856721,14,3,0,No,Month-to-month,No,No,None,Yes,No,Yes,No,No,No,Yes,No,No,Credit Card (automatic),53.83688,106.6217,4633.252,1,2,2,2,5,3,2,2,0.9927745133787028,0
6565,6566,P612442,East Greenbush,NY,Rensselaer,12061,42.5982,-73.65568,9325,Rural,America/New_York,Medical technical officer,0.0,53.27574750830565,Regular High School Diploma,Unemployed,6587.88,Separated,Male,No,6.526786,15,2,0,No,One year,No,Yes,None,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Electronic Check,56.86558,220.9138,5410.604,2,3,4,5,2,4,4,5,-1.3570862234349237,1
6566,6567,T866355,Dagsboro,DE,Sussex,19939,38.56479,-75.21064,7221,Suburban,America/New_York,Chief Financial Officer,0.0,53.27574750830565,Bachelor's Degree,Full Time,66543.75,Never Married,Female,Yes,7.853808,13,3,0,Yes,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Credit Card (automatic),38.34208,204.0033,3692.039,4,4,3,4,3,3,5,5,1.0827342370760349,0
6567,6568,U55456,Carbonado,WA,Pierce,98323,47.04062,-121.8881,805,Rural,America/Los_Angeles,Maintenance engineer,3.0,53.27574750830565,Nursery School to 8th Grade,Full Time,21495.16,Never Married,Male,Yes,12.59132,9,3,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Electronic Check,43.76523,243.3851,4413.169,3,4,3,2,4,4,2,3,-0.7504552671237934,0
6568,6569,E711283,Wyoming,RI,Washington,2898,41.51526,-71.6757,1643,Suburban,America/New_York,Chief Marketing Officer,4.0,20.0,Professional School Degree,Full Time,41144.01,Divorced,Male,No,8.337189,14,0,1,No,Month-to-month,No,No,Fiber Optic,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Electronic Check,55.72148,205.978,5265.888,5,5,5,4,3,4,5,4,0.04912726341926694,0
6569,6570,J93973,Ringgold,GA,Catoosa,30736,34.90444,-85.13622,43149,Urban,America/New_York,"Psychologist, educational",0.0,73.0,Regular High School Diploma,Full Time,5225.27,Never Married,Female,No,11.76711,10,0,0,No,Month-to-month,Yes,Yes,None,No,No,No,No,No,No,No,Yes,No,Bank Transfer(automatic),67.76235,113.8563,5632.155,4,4,3,3,2,4,5,4,-1.4125357358462496,0
6570,6571,E279536,Cottage Hills,IL,Madison,62018,38.90713,-90.08356,3034,Suburban,America/Chicago,Camera operator,4.0,58.0,"Some College, 1 or More Years, No Degree",Unemployed,47620.86,Divorced,Male,No,7.292338,9,1,0,No,One year,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Yes,Mailed Check,0.0,179.4382,4194.48,4,4,3,3,4,5,4,4,0.3126936356470471,1
6571,6572,P35308,Newark,NJ,Essex,7103,40.73869,-74.19554,32471,Urban,America/New_York,Senior tax professional/tax inspector,1.0,65.0,Bachelor's Degree,Full Time,55588.22,Widowed,Female,No,9.594333,10,1,0,Yes,Two Year,Yes,No,Fiber Optic,No,Yes,No,Yes,Yes,No,Yes,No,No,Credit Card (automatic),0.0,205.5916,4457.489,3,3,3,3,3,4,4,3,0.636914232300162,2
6572,6573,C383894,Arlington,NE,Washington,68002,41.49689,-96.33705,2745,Suburban,America/Chicago,"Lighting technician, broadcasting/film/video",3.0,59.0,Master's Degree,Full Time,38188.95,Married,Male,No,11.11526,17,2,0,No,Month-to-month,No,No,None,Yes,No,No,Yes,Yes,No,No,Yes,No,Credit Card (automatic),58.29773,149.71,5256.321,3,3,5,2,5,2,3,4,-0.07112477945889538,0
6573,6574,U707295,Chester,VA,Chesterfield,23836,37.34423,-77.34477,13601,Rural,America/New_York,"Designer, industrial/product",3.0,42.0,Associate's Degree,Full Time,39936.76222636489,Divorced,Female,No,10.76131,12,0,1,No,One year,Yes,No,None,Yes,No,No,Yes,No,No,No,No,Yes,Credit Card (automatic),47.67299,104.2033,4114.377,6,5,6,2,5,4,4,4,1.1843397656906803e-15,1
6574,6575,E820218,Tavernier,FL,Monroe,33070,25.01004,-80.52391,5518,Suburban,America/New_York,Haematologist,0.0,32.0,Regular High School Diploma,Full Time,10056.65,Widowed,Female,No,10.48358,11,0,1,No,Month-to-month,No,No,None,No,No,No,Yes,No,Yes,Yes,No,Yes,Electronic Check,60.36626,140.1809,5295.006,5,5,4,4,3,4,4,3,-1.2159294689952564,0
6575,6576,Y956857,Versailles,MO,Morgan,65084,38.43575,-92.8534,6592,Suburban,America/Chicago,Energy manager,0.0,68.0,Master's Degree,Full Time,32605.98,Separated,Male,Yes,7.074038,9,2,1,No,Month-to-month,Yes,No,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Bank Transfer(automatic),66.83431,285.8663,6264.921,3,3,4,4,3,3,5,2,-0.29831595250698656,0
6576,6577,X631604,Acton,ME,York,4001,43.52727,-70.92098,2565,Suburban,America/New_York,Special effects artist,0.0,24.0,Professional School Degree,Full Time,5881.96,Never Married,Female,No,8.716714,8,2,0,Yes,Two Year,No,No,Fiber Optic,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Bank Transfer(automatic),63.097,172.7506,5826.009,3,3,2,5,4,3,2,3,-1.3858126527150574,2
6577,6578,N725824,Minneapolis,KS,Ottawa,67467,39.14259,-97.69275,2500,Urban,America/Chicago,Commercial horticulturist,2.0,43.0,Master's Degree,Full Time,14890.08,Never Married,Male,No,-0.5273962,10,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Bank Transfer(automatic),61.32236,173.2675,5494.745,3,2,3,4,3,5,4,2,-1.0192397802550635,0
6578,6579,G280682,Wallace,ID,Shoshone,83873,47.61267,-115.8875,1454,Urban,America/Los_Angeles,Outdoor activities/education manager,0.0,39.0,"Some College, 1 or More Years, No Degree",Full Time,39936.76222636489,Separated,Male,No,9.437626,11,2,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,No,No,Mailed Check,65.0017,171.2196,5778.553,4,4,5,1,4,3,2,1,1.1843397656906803e-15,0
6579,6580,D820703,Woodbine,KS,Dickinson,67492,38.81126,-96.96392,250,Urban,America/Chicago,Hydrologist,6.0,60.0,No Schooling Completed,Full Time,15659.82,Widowed,Female,No,6.038334,11,0,1,No,Month-to-month,Yes,No,Fiber Optic,No,No,No,Yes,No,Yes,Yes,No,Yes,Electronic Check,62.03561,172.4224,5524.695,3,3,4,4,4,4,2,4,-0.9879162851365086,0
6580,6581,Z469953,Cashton,WI,Monroe,54619,43.75716,-90.77702,3908,Rural,America/Chicago,Video editor,0.0,88.0,"Some College, Less than 1 Year",Full Time,100224.4,Widowed,Male,No,12.13046,11,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,No,Yes,Yes,No,Yes,Mailed Check,52.29776,150.7202,4680.412,4,4,4,2,4,5,2,4,2.4533212870731145,0
6581,6582,J850258,Alexandria,VA,Alexandria,22305,38.83646,-77.06248,17783,Urban,America/New_York,Actuary,1.0,86.0,Regular High School Diploma,Full Time,14328.24,Separated,Female,No,10.21262,12,0,1,No,Month-to-month,Yes,No,None,Yes,No,Yes,No,No,No,Yes,No,Yes,Credit Card (automatic),63.21825,106.3034,5359.32,2,2,2,4,3,4,4,5,-1.0421030750005735,0
6582,6583,P899160,White Stone,VA,Lancaster,22578,37.65077,-76.36241,2315,Rural,America/New_York,"Scientist, research (medical)",0.0,51.0,Bachelor's Degree,Full Time,85374.14,Widowed,Male,No,8.866949,13,0,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,Yes,No,No,No,No,Electronic Check,64.31709,124.8567,5429.739,3,3,4,3,3,5,3,5,1.8490106800898876,0
6583,6584,A572964,New Boston,NH,Hillsborough,3070,42.97734,-71.68637,5621,Suburban,America/New_York,Marine scientist,2.0,78.0,Master's Degree,Full Time,17085.1,Widowed,Female,No,13.46384,11,1,0,No,One year,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Bank Transfer(automatic),61.3942,184.6809,0.0,3,2,4,3,4,4,4,4,-0.9299165045319231,1
6584,6585,M921632,Leadore,ID,Lemhi,83464,44.50735,-113.2366,444,Rural,America/Boise,Legal secretary,0.0,53.27574750830565,Regular High School Diploma,Full Time,9355.0,Never Married,Female,No,10.31208,18,1,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,No,Bank Transfer(automatic),64.395,204.0659,5635.692,2,3,3,3,5,2,1,2,-1.244482136584227,0
6585,6586,F800672,Spalding,MI,Menominee,49886,45.7391,-87.52698,597,Rural,America/Menominee,"Radiographer, therapeutic",0.0,35.0,Bachelor's Degree,Full Time,39936.76222636489,Widowed,Female,No,10.66352,6,3,0,No,Month-to-month,No,No,DSL,Yes,No,No,Yes,Yes,No,Yes,No,No,Bank Transfer(automatic),0.0,151.8313,6485.945,5,5,5,3,4,5,5,5,1.1843397656906803e-15,0
6586,6587,O366561,Anniston,AL,Calhoun,36207,33.68027,-85.71375,19746,Urban,America/Chicago,Civil Service fast streamer,3.0,61.0,Master's Degree,Full Time,60320.53,Widowed,Male,No,11.34458,8,3,3,No,One year,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes,No,Electronic Check,55.00463,150.5246,4876.001,4,3,3,4,4,5,4,4,0.8294889837545335,1
6587,6588,S826818,Lansing,MI,Eaton,48917,42.72379,-84.63996,32264,Rural,America/Detroit,Regulatory affairs officer,4.0,53.27574750830565,Nursery School to 8th Grade,Full Time,41735.26,Divorced,Female,No,5.88377,14,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,Yes,No,No,No,Yes,Credit Card (automatic),50.61987,146.0914,4429.147,4,3,3,3,4,2,4,4,0.0731873570727675,0
6588,6589,Q611025,Winnetoon,NE,Knox,68789,42.54726,-97.97264,155,Rural,America/Chicago,"Engineer, structural",3.0,53.27574750830565,"Some College, 1 or More Years, No Degree",Full Time,16415.89,Divorced,Female,No,11.21874,10,0,0,No,Month-to-month,Yes,No,None,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Electronic Check,64.01062,173.3284,5678.09,3,3,2,4,4,3,4,2,-0.9571490715913042,0
6589,6590,T986176,Round O,SC,Colleton,29474,32.89678,-80.51733,2136,Rural,America/New_York,Ranger/warden,0.0,53.27574750830565,"Some College, 1 or More Years, No Degree",Full Time,12857.68,Separated,Male,No,6.993857,10,1,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,Yes,Yes,No,No,Yes,Electronic Check,61.41438,138.4043,5219.171,3,5,4,4,4,3,3,5,-1.1019454620163733,0
6590,6591,L266982,Bel Air,MD,Harford,21014,39.53663,-76.35169,35681,Suburban,America/New_York,Electronics engineer,9.0,45.0,GED or Alternative Credential,Full Time,13236.13,Never Married,Female,No,13.41811,11,0,1,No,Two Year,No,No,DSL,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Electronic Check,68.52821,141.7416,0.0,5,5,4,3,2,4,4,3,-1.0865449673979088,2
6591,6592,X161386,Lakeland,FL,Polk,33811,27.98021,-82.01809,21739,Suburban,America/New_York,"Research officer, political party",0.0,53.27574750830565,Regular High School Diploma,Full Time,39936.76222636489,Separated,Female,No,7.086017,8,2,1,No,Month-to-month,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Yes,No,Credit Card (automatic),48.37971,207.9463,4308.794,3,4,3,3,4,3,3,4,1.1843397656906803e-15,0
6592,6593,Q344342,California,PA,Washington,15419,40.05554,-79.89447,4358,Urban,America/New_York,Housing manager/officer,2.0,82.0,"Some College, Less than 1 Year",Full Time,65362.29,Never Married,Male,No,13.61836,15,2,1,Yes,Two Year,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Yes,Electronic Check,71.80759,145.9259,5990.231,4,2,3,2,5,2,2,4,1.0346563711177015,2
6593,6594,Q61554,Mckeesport,PA,Allegheny,15133,40.32718,-79.8633,6384,Suburban,America/New_York,"Loss adjuster, chartered",0.0,85.0,"Some College, 1 or More Years, No Degree",Full Time,28833.31,Married,Female,No,10.72812,9,0,0,No,One year,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Electronic Check,71.60143,181.4797,6100.607,3,3,3,3,4,3,4,4,-0.4518394933505416,1
6594,6595,C655768,Cornell,MI,Delta,49818,45.97524,-87.34611,972,Rural,America/Detroit,Energy manager,0.0,53.27574750830565,Doctorate Degree,Unemployed,39936.76222636489,Never Married,Male,No,8.0129,11,1,0,Yes,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Yes,No,Credit Card (automatic),59.28535,182.6433,5378.117,2,3,4,4,3,4,4,3,1.1843397656906803e-15,0
6595,6596,D102709,Towson,MD,Baltimore,21204,39.40258,-76.6326,21628,Rural,America/New_York,Psychiatric nurse,3.0,43.0,Regular High School Diploma,Retired,39936.76222636489,Widowed,Male,No,39.10168,11,2,0,No,Month-to-month,Yes,No,DSL,Yes,No,Yes,No,No,No,Yes,No,No,Bank Transfer(automatic),56.46532,149.6466,5469.098,4,4,4,4,4,5,4,3,1.1843397656906803e-15,0
6596,6597,J637021,Kailua,HI,Honolulu,96734,21.38885,-157.7533,50386,Rural,Pacific/Honolulu,"Scientist, forensic",1.0,27.0,"9th Grade to 12th Grade, No Diploma",Retired,19419.61,Married,Female,No,11.47596,15,2,1,No,Month-to-month,No,Yes,DSL,Yes,No,No,No,No,Yes,Yes,No,No,Mailed Check,57.62771,127.6904,0.0,4,4,4,5,1,4,3,3,-0.8349168779187583,0
6597,6598,I983906,Murphysboro,IL,Jackson,62966,37.77508,-89.35108,15260,Urban,America/Chicago,Manufacturing systems engineer,3.0,66.0,Regular High School Diploma,Student,31430.73,Divorced,Female,No,8.579207,11,0,0,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,No,Yes,Yes,No,Yes,Credit Card (automatic),70.83916,128.8338,6453.517,3,1,3,3,4,3,4,4,-0.3461411111814501,0
6598,6599,E84336,Tatum,NM,Lea,88267,33.33191,-103.4218,1233,Rural,America/Denver,"Accountant, chartered management",0.0,33.0,Nursery School to 8th Grade,Full Time,39936.76222636489,Married,Male,No,10.47693,12,0,0,No,One year,No,No,DSL,No,No,No,Yes,No,No,Yes,No,No,Credit Card (automatic),63.75133,142.0447,6117.671,4,5,4,4,4,4,4,4,1.1843397656906803e-15,1
6599,6600,G497362,Braintree,MA,Norfolk,2184,42.20384,-71.00224,37207,Rural,America/New_York,Charity officer,1.0,20.0,"9th Grade to 12th Grade, No Diploma",Unemployed,15266.39,Widowed,Male,No,14.54865,9,1,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Electronic Check,69.4907,240.3602,6394.926,4,4,3,3,3,3,3,3,-1.003926369950203,0
6600,6601,A993007,Kadoka,SD,Jackson,57543,43.75287,-101.5169,883,Rural,America/Denver,Futures trader,0.0,41.0,Master's Degree,Part Time,10630.8,Separated,Male,No,11.27083,11,4,0,No,Month-to-month,No,No,Fiber Optic,No,No,Yes,Yes,No,No,Yes,No,No,Electronic Check,62.54412,161.8582,5561.88,3,4,4,4,4,2,3,5,-1.1925652359785,0
6601,6602,D169453,Oakland,CA,Alameda,94605,37.76038,-122.1483,43112,Suburban,America/Los_Angeles,Geoscientist,3.0,74.0,Regular High School Diploma,Full Time,39487.91,Married,Male,No,8.109021,16,0,1,No,Two Year,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Credit Card (automatic),56.24277,243.074,5301.127,5,5,4,3,5,4,3,3,-0.018265414973227326,2
6602,6603,H738053,National Park,NJ,Gloucester,8063,39.86758,-75.18512,3072,Rural,America/New_York,Therapeutic radiographer,2.0,21.0,Bachelor's Degree,Retired,20498.13,Widowed,Prefer not to answer,No,8.604688,15,1,0,No,Two Year,No,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Electronic Check,57.31296,194.1276,5166.505,5,5,4,3,3,3,4,3,-0.7910280116064143,2
6603,6604,M651215,Hutchinson,MN,McLeod,55350,44.89535,-94.3939,17872,Suburban,America/Chicago,Barista,0.0,53.27574750830565,Regular High School Diploma,Full Time,9237.06,Never Married,Female,No,9.135053,10,1,0,No,Month-to-month,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Electronic Check,68.99972,186.3547,6353.433,3,4,3,3,4,2,3,4,-1.2492815402975357,0
6604,6605,V825307,Lyons,KS,Rice,67554,38.37451,-98.19308,4013,Suburban,America/Chicago,Barrister,1.0,55.0,"Some College, 1 or More Years, No Degree",Part Time,11910.62,Widowed,Male,No,6.332678,9,1,0,No,Two Year,No,No,DSL,Yes,No,No,Yes,No,No,Yes,No,Yes,Bank Transfer(automatic),60.50578,139.8177,5718.039,2,2,2,3,4,2,2,3,-1.1404847470827315,2
6605,6606,X94562,Bozeman,MT,Gallatin,59718,45.57815,-111.1264,35923,Suburban,America/Denver,Primary school teacher,0.0,55.0,"Some College, 1 or More Years, No Degree",Student,39936.76222636489,Widowed,Male,No,11.00979,16,0,1,No,Month-to-month,Yes,No,Fiber Optic,No,No,Yes,No,No,No,Yes,No,No,Credit Card (automatic),68.16171,139.3562,5943.852,4,3,4,4,3,3,3,3,1.1843397656906803e-15,0
6606,6607,D26059,Naples,TX,Morris,75568,33.20102,-94.59619,2459,Urban,America/Chicago,Education administrator,0.0,46.0,"Some College, Less than 1 Year",Full Time,39936.76222636489,Separated,Female,No,11.01154,13,0,1,No,Two Year,No,No,Fiber Optic,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Credit Card (automatic),54.66546,173.8034,4767.801,4,3,3,3,2,4,3,4,1.1843397656906803e-15,2
6607,6608,S615734,Denver,CO,Denver,80220,39.7338,-104.9166,35999,Suburban,America/Denver,Insurance broker,2.0,53.27574750830565,Master's Degree,Full Time,16955.9,Never Married,Female,No,12.04069,11,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Mailed Check,70.76841,207.4005,6336.387,3,4,4,4,3,6,3,3,-0.9351741182317661,0
6608,6609,S328426,Torrance,CA,Los Angeles,90506,33.88491,-118.3303,0,Urban,America/Los_Angeles,Production manager,0.0,37.0,Regular High School Diploma,Full Time,39936.76222636489,Separated,Male,No,8.541823,11,1,1,No,Two Year,No,No,Fiber Optic,No,Yes,No,No,Yes,No,No,No,Yes,Electronic Check,54.22191,158.7029,4720.414,4,3,4,3,5,2,4,3,1.1843397656906803e-15,2
6609,6610,G214147,Bidwell,OH,Gallia,45614,38.92975,-82.27709,4825,Urban,America/New_York,Adult nurse,2.0,54.0,Associate's Degree,Full Time,64891.95,Never Married,Male,No,8.265422,11,1,0,No,Month-to-month,No,No,None,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Mailed Check,44.97976,177.6842,0.0,3,5,4,4,4,3,3,3,1.0155165411828386,0
6610,6611,Y79840,Fontana,CA,San Bernardino,92336,34.14649,-117.4639,96575,Suburban,America/Los_Angeles,"Education officer, community",0.0,88.0,GED or Alternative Credential,Retired,3867.46,Widowed,Female,Yes,3.688789,10,2,1,No,Month-to-month,No,No,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Electronic Check,38.7682,232.3966,0.0,3,2,3,3,2,3,1,2,-1.467789918956033,0
6611,6612,G428249,Hustonville,KY,Lincoln,40437,37.44551,-84.86586,5394,Suburban,America/New_York,"Engineer, mining",0.0,59.0,Associate's Degree,Full Time,21002.95,Widowed,Female,No,8.715563,7,2,1,Yes,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Yes,Electronic Check,70.91142,179.5697,6100.388,5,3,5,4,3,5,4,5,-0.7704850661888073,0
6612,6613,D171933,Delta,IA,Keokuk,52550,41.31386,-92.35996,429,Rural,America/Chicago,Professor Emeritus,0.0,19.0,Associate's Degree,Unemployed,39936.76222636489,Never Married,Prefer not to answer,No,9.535462,16,1,1,No,One year,Yes,No,DSL,Yes,Yes,No,No,No,No,No,Yes,No,Credit Card (automatic),63.27825,157.9307,6169.678,3,3,4,4,4,3,2,3,1.1843397656906803e-15,1
6613,6614,X294795,Lone Rock,WI,Richland,53556,43.23808,-90.24297,2605,Rural,America/Chicago,Neurosurgeon,0.0,18.0,"Some College, 1 or More Years, No Degree",Full Time,39936.76222636489,Divorced,Male,No,9.191994,15,1,0,No,Two Year,No,Yes,DSL,Yes,No,No,Yes,No,No,Yes,No,Yes,Mailed Check,65.36263,139.3601,6206.523,4,3,2,3,3,4,5,3,1.1843397656906803e-15,2
6614,6615,W214300,Muncie,IN,Delaware,47305,40.19376,-85.38603,3518,Rural,America/Indiana/Indianapolis,"Engineer, technical sales",1.0,27.0,"Some College, 1 or More Years, No Degree",Part Time,98862.21,Never Married,Male,No,10.50992,15,2,1,No,Two Year,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,No,Electronic Check,65.57158,181.3207,0.0,5,5,2,3,3,4,4,6,2.3978888659756743,2
6615,6616,S388590,Harrisville,MI,Alcona,48740,44.66021,-83.37952,2353,Suburban,America/Detroit,Geoscientist,1.0,43.0,Bachelor's Degree,Student,37634.23,Married,Female,No,9.331612,16,0,0,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,No,No,No,Yes,Electronic Check,43.20929,166.6704,3755.734,6,7,6,4,5,5,5,4,-0.09369833574045086,2
6616,6617,Z404401,Homer,LA,Claiborne,71040,32.7826,-93.01974,9177,Rural,America/Chicago,Purchasing manager,0.0,53.27574750830565,Professional School Degree,Full Time,39936.76222636489,Divorced,Female,No,12.59896,16,1,1,Yes,Month-to-month,No,No,None,Yes,No,No,No,No,No,Yes,Yes,No,Electronic Check,68.7415,174.3725,0.0,4,4,6,3,4,5,5,5,1.1843397656906803e-15,0
6617,6618,L854223,East Burke,VT,Caledonia,5832,44.5882,-71.91273,879,Urban,America/New_York,Dancer,1.0,77.0,Associate's Degree,Retired,54980.0,Never Married,Female,No,5.969782,11,2,0,No,One year,No,No,Fiber Optic,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Electronic Check,63.12959,219.7372,5652.969,4,4,2,2,4,3,2,2,0.6121635681785009,1
6618,6619,L717330,Inglis,FL,Levy,34449,29.08384,-82.67986,2966,Suburban,America/New_York,Chartered accountant,0.0,80.0,Regular High School Diploma,Full Time,23283.91,Widowed,Male,No,37.29149,13,1,0,No,One year,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Electronic Check,0.0,259.7693,6215.478,4,3,4,5,4,3,5,3,-0.6776645820959725,1
6619,6620,A177150,Drayton,ND,Pembina,58225,48.61036,-97.21567,924,Urban,America/Chicago,Furniture designer,0.0,55.0,Regular High School Diploma,Student,39936.76222636489,Never Married,Female,Yes,14.919,15,0,1,Yes,Two Year,Yes,No,Fiber Optic,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Credit Card (automatic),52.41439,276.1654,4901.453,2,3,4,5,2,3,3,5,1.1843397656906803e-15,2
6620,6621,R279593,Tranquillity,CA,Fresno,93668,36.64862,-120.285,1173,Rural,America/Los_Angeles,Health promotion specialist,2.0,53.27574750830565,Associate's Degree,Full Time,39936.76222636489,Separated,Male,No,9.488684,14,2,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,No,Yes,No,No,No,Yes,Mailed Check,66.58209,124.0757,5644.111,3,4,3,3,3,3,4,5,1.1843397656906803e-15,0
6621,6622,T74722,Minneapolis,MN,Hennepin,55436,44.90341,-93.37404,13181,Rural,America/Chicago,Forensic psychologist,0.0,53.27574750830565,Regular High School Diploma,Full Time,23522.42,Separated,Female,No,11.88106,11,0,0,No,One year,Yes,No,Fiber Optic,Yes,No,No,No,No,Yes,Yes,No,Yes,Mailed Check,58.52409,149.7421,4981.22,5,5,4,5,1,6,6,5,-0.6679587504895516,1
